Legislator,Party,"Vote on Energy Independence and Security Act of 2007 On Passage - Senate - H.R. 6, As Amended, 06/22/2007",Contribution Amount,Contributor Employer,Contributor Interest Group,Interest Group Position on Energy Independence and Security Act of 2007
Clarence Saxby Chambliss,Republican,No,$2500,,Chemicals,Oppose
Clarence Saxby Chambliss,Republican,No,$500,Arylessence Inc,Chemicals,Oppose
Clarence Saxby Chambliss,Republican,No,$2300,Roberts Oxygen,Chemicals,Oppose
Clarence Saxby Chambliss,Republican,No,$2300,Roberts Oxygen,Chemicals,Oppose
Clarence Saxby Chambliss,Republican,No,$2500,,Chemicals,Oppose
Clarence Saxby Chambliss,Republican,No,$300,Triangle Chemical,Chemicals,Oppose
Clarence Saxby Chambliss,Republican,No,$5000,,Chemicals,Oppose
Clarence Saxby Chambliss,Republican,No,$2500,,Chemicals,Oppose
Clarence Saxby Chambliss,Republican,No,$250,Chemical Dynamics,Chemicals,Oppose
Clarence Saxby Chambliss,Republican,No,$1000,Triangle Chemical,Chemicals,Oppose
Hillary Clinton,Democrat,Yes,$2500,,Chemicals,Oppose
Hillary Clinton,Democrat,Yes,$250,Dow Chemical,Chemicals,Oppose
Hillary Clinton,Democrat,Yes,$1000,Diversified Chemical Technologies,Chemicals,Oppose
Hillary Clinton,Democrat,Yes,$2000,Industrial Solvents Corp,Chemicals,Oppose
Hillary Clinton,Democrat,Yes,$500,Air Products & Chemicals Inc,Chemicals,Oppose
Hillary Clinton,Democrat,Yes,$2000,Philipp Brothers Chemicals,Chemicals,Oppose
Hillary Clinton,Democrat,Yes,$2000,Philipp Brothers Chemicals,Chemicals,Oppose
Hillary Clinton,Democrat,Yes,$1500,,Chemicals,Oppose
Hillary Clinton,Democrat,Yes,$1000,NanoDynamics Inc,Chemicals,Oppose
Hillary Clinton,Democrat,Yes,$2100,Industrial Solvents Corp,Chemicals,Oppose
Hillary Clinton,Democrat,Yes,$2100,Industrial Solvents Corp,Chemicals,Oppose
Hillary Clinton,Democrat,Yes,$1100,NanoDynamics Inc,Chemicals,Oppose
Hillary Clinton,Democrat,Yes,$300,NanoDynamics Inc,Chemicals,Oppose
Hillary Clinton,Democrat,Yes,$1000,Team Systems,Chemicals,Oppose
Hillary Clinton,Democrat,Yes,$400,Chemist,Chemicals,Oppose
Hillary Clinton,Democrat,Yes,$500,Pioneer Companies,Chemicals,Oppose
Hillary Clinton,Democrat,Yes,$400,Chemist,Chemicals,Oppose
Hillary Clinton,Democrat,Yes,$400,Chemist,Chemicals,Oppose
Hillary Clinton,Democrat,Yes,$2500,,Chemicals,Oppose
Hillary Clinton,Democrat,Yes,$2100,Plaze Inc,Chemicals,Oppose
Hillary Clinton,Democrat,Yes,$1000,Rohm & Haas,Chemicals,Oppose
Hillary Clinton,Democrat,Yes,$1000,,Chemicals,Oppose
Hillary Clinton,Democrat,Yes,$1800,NanoDynamics Inc,Chemicals,Oppose
Hillary Clinton,Democrat,Yes,$500,Sterling Group,Chemicals,Oppose
Hillary Clinton,Democrat,Yes,$500,Sterling Group,Chemicals,Oppose
Hillary Clinton,Democrat,Yes,$200,Chemist,Chemicals,Oppose
Hillary Clinton,Democrat,Yes,$300,Crowley Chemical,Chemicals,Oppose
Hillary Clinton,Democrat,Yes,$200,Westlake Chemical,Chemicals,Oppose
Hillary Clinton,Democrat,Yes,$2300,Chemist,Chemicals,Oppose
William Thad Cochran,Republican,No,$2500,,Chemicals,Oppose
William Thad Cochran,Republican,No,$2500,,Chemicals,Oppose
Norm Coleman,Republican,Yes,$1000,,Chemicals,Oppose
Norm Coleman,Republican,Yes,$2000,Fremont Industries,Chemicals,Oppose
Norm Coleman,Republican,Yes,$1000,American Pacific,Chemicals,Oppose
Norm Coleman,Republican,Yes,$200,Fremont Industries,Chemicals,Oppose
Norm Coleman,Republican,Yes,-$200,Fremont Industries,Chemicals,Oppose
Norm Coleman,Republican,Yes,$200,Fremont Industries,Chemicals,Oppose
Norm Coleman,Republican,Yes,$2000,Contran Corp,Chemicals,Oppose
Norm Coleman,Republican,Yes,$2000,Contran Corp,Chemicals,Oppose
Norm Coleman,Republican,Yes,$1000,Contran Corp,Chemicals,Oppose
Norm Coleman,Republican,Yes,$2000,Contran Corp,Chemicals,Oppose
Norm Coleman,Republican,Yes,$2000,Contran Corp,Chemicals,Oppose
Norm Coleman,Republican,Yes,$2000,Contran Corp,Chemicals,Oppose
Norm Coleman,Republican,Yes,$2000,Contran Corp,Chemicals,Oppose
Norm Coleman,Republican,Yes,$2000,Contran Corp,Chemicals,Oppose
Norm Coleman,Republican,Yes,$2000,Contran Corp,Chemicals,Oppose
Norm Coleman,Republican,Yes,$2000,Contran Corp,Chemicals,Oppose
Norm Coleman,Republican,Yes,$825,Contran Corp,Chemicals,Oppose
Norm Coleman,Republican,Yes,$1500,,Chemicals,Oppose
Norm Coleman,Republican,Yes,$1000,,Chemicals,Oppose
Norm Coleman,Republican,Yes,$1000,International Specialty Products,Chemicals,Oppose
Norm Coleman,Republican,Yes,$1000,International Specialty Products,Chemicals,Oppose
Norm Coleman,Republican,Yes,$200,Air Products & Chemicals Inc,Chemicals,Oppose
Norm Coleman,Republican,Yes,$1000,PVS Chemicals,Chemicals,Oppose
Norm Coleman,Republican,Yes,$1000,,Chemicals,Oppose
Norm Coleman,Republican,Yes,$1000,,Chemicals,Oppose
Norm Coleman,Republican,Yes,$2000,Contran Corp,Chemicals,Oppose
Norm Coleman,Republican,Yes,$2000,Contran Corp,Chemicals,Oppose
Norm Coleman,Republican,Yes,$2000,Contran Corp,Chemicals,Oppose
Norm Coleman,Republican,Yes,$2000,Contran Corp,Chemicals,Oppose
Norm Coleman,Republican,Yes,$2000,Contran Corp,Chemicals,Oppose
Norm Coleman,Republican,Yes,$2000,Contran Corp,Chemicals,Oppose
Norm Coleman,Republican,Yes,$2000,Contran Corp,Chemicals,Oppose
Norm Coleman,Republican,Yes,$2000,Contran Corp,Chemicals,Oppose
Norm Coleman,Republican,Yes,$2000,Contran Corp,Chemicals,Oppose
Norm Coleman,Republican,Yes,$2000,Contran Corp,Chemicals,Oppose
Norm Coleman,Republican,Yes,$2000,Contran Corp,Chemicals,Oppose
Norm Coleman,Republican,Yes,-$700,Contran Corp,Chemicals,Oppose
Norm Coleman,Republican,Yes,-$1700,Contran Corp,Chemicals,Oppose
Norm Coleman,Republican,Yes,$1700,Contran Corp,Chemicals,Oppose
Norm Coleman,Republican,Yes,-$1700,Contran Corp,Chemicals,Oppose
Norm Coleman,Republican,Yes,$1700,Contran Corp,Chemicals,Oppose
Norm Coleman,Republican,Yes,$1700,Contran Corp,Chemicals,Oppose
Norm Coleman,Republican,Yes,-$1700,Contran Corp,Chemicals,Oppose
Norm Coleman,Republican,Yes,$1700,Contran Corp,Chemicals,Oppose
Norm Coleman,Republican,Yes,-$1700,Contran Corp,Chemicals,Oppose
Norm Coleman,Republican,Yes,$1700,Contran Corp,Chemicals,Oppose
Norm Coleman,Republican,Yes,$1700,Contran Corp,Chemicals,Oppose
Norm Coleman,Republican,Yes,-$1700,Contran Corp,Chemicals,Oppose
Norm Coleman,Republican,Yes,$700,Contran Corp,Chemicals,Oppose
Norm Coleman,Republican,Yes,$1700,Contran Corp,Chemicals,Oppose
Norm Coleman,Republican,Yes,$525,Contran Corp,Chemicals,Oppose
Norm Coleman,Republican,Yes,-$1700,Contran Corp,Chemicals,Oppose
Norm Coleman,Republican,Yes,$1700,Contran Corp,Chemicals,Oppose
Norm Coleman,Republican,Yes,-$525,Contran Corp,Chemicals,Oppose
Norm Coleman,Republican,Yes,-$1700,Contran Corp,Chemicals,Oppose
Norm Coleman,Republican,Yes,-$1700,Contran Corp,Chemicals,Oppose
Norm Coleman,Republican,Yes,-$1700,Contran Corp,Chemicals,Oppose
Norm Coleman,Republican,Yes,$500,Sterling Group,Chemicals,Oppose
Norm Coleman,Republican,Yes,$1500,,Chemicals,Oppose
Norm Coleman,Republican,Yes,$1000,International Specialty Products,Chemicals,Oppose
Norm Coleman,Republican,Yes,$1000,International Specialty Products,Chemicals,Oppose
Norm Coleman,Republican,Yes,$250,Air Products & Chemicals Inc,Chemicals,Oppose
Norm Coleman,Republican,Yes,$1000,,Chemicals,Oppose
Norm Coleman,Republican,Yes,$1000,International Specialty Products,Chemicals,Oppose
Norm Coleman,Republican,Yes,$4000,,Chemicals,Oppose
Norm Coleman,Republican,Yes,-$700,International Specialty Products,Chemicals,Oppose
Norm Coleman,Republican,Yes,$700,International Specialty Products,Chemicals,Oppose
Norm Coleman,Republican,Yes,$2000,,Chemicals,Oppose
Norm Coleman,Republican,Yes,$200,Air Products & Chemicals Inc,Chemicals,Oppose
Norm Coleman,Republican,Yes,$250,AMERICAN CHEMICAL ENTERPRISES,Chemicals,Oppose
Norm Coleman,Republican,Yes,$1000,Chemstar Products,Chemicals,Oppose
Norm Coleman,Republican,Yes,$2000,Fremont Industries,Chemicals,Oppose
Norm Coleman,Republican,Yes,$2000,,Chemicals,Oppose
Susan M. Collins,Republican,Yes,$1000,,Chemicals,Oppose
Susan M. Collins,Republican,Yes,$1000,,Chemicals,Oppose
Susan M. Collins,Republican,Yes,$2500,,Chemicals,Oppose
Susan M. Collins,Republican,Yes,$1000,,Chemicals,Oppose
Susan M. Collins,Republican,Yes,$1000,,Chemicals,Oppose
Susan M. Collins,Republican,Yes,$500,FMC Corp,Chemicals,Oppose
Susan M. Collins,Republican,Yes,$1000,FMC Corp,Chemicals,Oppose
Susan M. Collins,Republican,Yes,$1000,FMC Corp,Chemicals,Oppose
Susan M. Collins,Republican,Yes,$1500,,Chemicals,Oppose
Susan M. Collins,Republican,Yes,$200,FMC Corp,Chemicals,Oppose
Susan M. Collins,Republican,Yes,$2300,FMC Corp,Chemicals,Oppose
Susan M. Collins,Republican,Yes,$1000,,Chemicals,Oppose
Susan M. Collins,Republican,Yes,$2500,,Chemicals,Oppose
Susan M. Collins,Republican,Yes,$2000,,Chemicals,Oppose
Susan M. Collins,Republican,Yes,$2300,Contran Corp,Chemicals,Oppose
Susan M. Collins,Republican,Yes,$2000,,Chemicals,Oppose
Susan M. Collins,Republican,Yes,$1000,,Chemicals,Oppose
Susan M. Collins,Republican,Yes,$1000,,Chemicals,Oppose
Susan M. Collins,Republican,Yes,$1000,Praxair Inc,Chemicals,Oppose
Susan M. Collins,Republican,Yes,$2000,,Chemicals,Oppose
Susan M. Collins,Republican,Yes,$500,FMC Corp,Chemicals,Oppose
Susan M. Collins,Republican,Yes,$500,American Chemistry Council,Chemicals,Oppose
Susan M. Collins,Republican,Yes,$3000,,Chemicals,Oppose
Susan M. Collins,Republican,Yes,$2000,,Chemicals,Oppose
Susan M. Collins,Republican,Yes,$2000,FMC Corp,Chemicals,Oppose
Susan M. Collins,Republican,Yes,$2000,,Chemicals,Oppose
Gaylord Kent Conrad,Democrat,Yes,$2000,Philipp Brothers Chemicals,Chemicals,Oppose
Gaylord Kent Conrad,Democrat,Yes,$1000,,Chemicals,Oppose
Gaylord Kent Conrad,Democrat,Yes,$3000,,Chemicals,Oppose
Gaylord Kent Conrad,Democrat,Yes,$1000,Altair Nanotechnologies,Chemicals,Oppose
Gaylord Kent Conrad,Democrat,Yes,$1000,,Chemicals,Oppose
John Cornyn,Republican,No,$2000,,Chemicals,Oppose
John Cornyn,Republican,No,$1000,,Chemicals,Oppose
John Cornyn,Republican,No,$1000,Technical Chemical Co,Chemicals,Oppose
John Cornyn,Republican,No,$2000,Technical Chemical Co,Chemicals,Oppose
John Cornyn,Republican,No,$1000,Technical Chemical Co,Chemicals,Oppose
John Cornyn,Republican,No,$1000,Technical Chemical Co,Chemicals,Oppose
John Cornyn,Republican,No,$1000,Technical Chemical Co,Chemicals,Oppose
John Cornyn,Republican,No,$2000,Technical Chemical Co,Chemicals,Oppose
John Cornyn,Republican,No,$1000,Technical Chemical Co,Chemicals,Oppose
John Cornyn,Republican,No,$2000,Technical Chemical Co,Chemicals,Oppose
John Cornyn,Republican,No,$1000,Technical Chemical Co,Chemicals,Oppose
John Cornyn,Republican,No,$1000,Technical Chemical Co,Chemicals,Oppose
John Cornyn,Republican,No,$1000,Technical Chemical Co,Chemicals,Oppose
John Cornyn,Republican,No,$2000,Technical Chemical Co,Chemicals,Oppose
John Cornyn,Republican,No,$1000,,Chemicals,Oppose
John Cornyn,Republican,No,-$1000,,Chemicals,Oppose
John Cornyn,Republican,No,$1000,Sterling Group,Chemicals,Oppose
John Cornyn,Republican,No,$250,Asia Chemical Corp,Chemicals,Oppose
John Cornyn,Republican,No,$1000,,Chemicals,Oppose
John Cornyn,Republican,No,$1000,,Chemicals,Oppose
John Cornyn,Republican,No,$2000,,Chemicals,Oppose
John Cornyn,Republican,No,$500,Lyondell Chemical,Chemicals,Oppose
John Cornyn,Republican,No,$1000,Contran Corp,Chemicals,Oppose
John Cornyn,Republican,No,$2000,,Chemicals,Oppose
John Cornyn,Republican,No,$2000,Contran Corp,Chemicals,Oppose
John Cornyn,Republican,No,$1000,Lyondell Chemical,Chemicals,Oppose
John Cornyn,Republican,No,$500,Merichem Co,Chemicals,Oppose
John Cornyn,Republican,No,$500,Dow Chemical,Chemicals,Oppose
John Cornyn,Republican,No,$500,Dow Chemical,Chemicals,Oppose
John Cornyn,Republican,No,$500,Dow Chemical,Chemicals,Oppose
John Cornyn,Republican,No,$1000,Dow Chemical,Chemicals,Oppose
John Cornyn,Republican,No,$500,Dow Chemical,Chemicals,Oppose
John Cornyn,Republican,No,$1000,Dow Chemical,Chemicals,Oppose
John Cornyn,Republican,No,$500,Dow Chemical,Chemicals,Oppose
John Cornyn,Republican,No,$500,Dow Chemical,Chemicals,Oppose
John Cornyn,Republican,No,$500,Union Carbide,Chemicals,Oppose
John Cornyn,Republican,No,$500,Dow Chemical,Chemicals,Oppose
John Cornyn,Republican,No,$500,Dow Chemical,Chemicals,Oppose
John Cornyn,Republican,No,$500,Dow Chemical,Chemicals,Oppose
John Cornyn,Republican,No,$500,Dow Chemical,Chemicals,Oppose
John Cornyn,Republican,No,$500,Dow Chemical,Chemicals,Oppose
John Cornyn,Republican,No,$500,Dow Chemical,Chemicals,Oppose
John Cornyn,Republican,No,$900,Sterling Group,Chemicals,Oppose
John Cornyn,Republican,No,$1100,Sterling Group,Chemicals,Oppose
John Cornyn,Republican,No,$2500,,Chemicals,Oppose
John Cornyn,Republican,No,$1000,,Chemicals,Oppose
John Cornyn,Republican,No,$500,Dow Chemical,Chemicals,Oppose
John Cornyn,Republican,No,$1000,,Chemicals,Oppose
John Cornyn,Republican,No,$2100,Sterling Group,Chemicals,Oppose
John Cornyn,Republican,No,-$2100,Sterling Group,Chemicals,Oppose
John Cornyn,Republican,No,$2200,Sterling Group,Chemicals,Oppose
John Cornyn,Republican,No,$1900,Petra Chemical,Chemicals,Oppose
John Cornyn,Republican,No,-$1900,Petra Chemical,Chemicals,Oppose
John Cornyn,Republican,No,$2000,Petra Chemical,Chemicals,Oppose
John Cornyn,Republican,No,$900,Contran Corp,Chemicals,Oppose
John Cornyn,Republican,No,-$900,Contran Corp,Chemicals,Oppose
John Cornyn,Republican,No,$1000,Contran Corp,Chemicals,Oppose
John Cornyn,Republican,No,$900,Contran Corp,Chemicals,Oppose
John Cornyn,Republican,No,-$900,Contran Corp,Chemicals,Oppose
John Cornyn,Republican,No,$1000,Contran Corp,Chemicals,Oppose
John Cornyn,Republican,No,$1000,,Chemicals,Oppose
John Cornyn,Republican,No,$3000,Sterling Group,Chemicals,Oppose
John Cornyn,Republican,No,$1200,Sterling Group,Chemicals,Oppose
John Cornyn,Republican,No,$1200,Sterling Group,Chemicals,Oppose
John Cornyn,Republican,No,-$1200,Sterling Group,Chemicals,Oppose
John Cornyn,Republican,No,$1900,Sterling Group,Chemicals,Oppose
John Cornyn,Republican,No,-$1900,Sterling Group,Chemicals,Oppose
John Cornyn,Republican,No,$1000,,Chemicals,Oppose
John Cornyn,Republican,No,$1500,,Chemicals,Oppose
John Cornyn,Republican,No,$1000,Magnablend Inc,Chemicals,Oppose
John Cornyn,Republican,No,$1000,,Chemicals,Oppose
John Cornyn,Republican,No,$200,Sterling Group,Chemicals,Oppose
John Cornyn,Republican,No,-$200,Sterling Group,Chemicals,Oppose
John Cornyn,Republican,No,$400,Sterling Group,Chemicals,Oppose
John Cornyn,Republican,No,$1000,Asia Chemical,Chemicals,Oppose
John Cornyn,Republican,No,$1000,Westlake Chemical,Chemicals,Oppose
John Cornyn,Republican,No,$200,Westlake Chemical,Chemicals,Oppose
John Cornyn,Republican,No,-$200,Westlake Chemical,Chemicals,Oppose
John Cornyn,Republican,No,$1000,Westlake Chemical,Chemicals,Oppose
John Cornyn,Republican,No,$1000,,Chemicals,Oppose
John Cornyn,Republican,No,$500,,Chemicals,Oppose
John Cornyn,Republican,No,$5000,,Chemicals,Oppose
John Cornyn,Republican,No,$5000,,Chemicals,Oppose
John Cornyn,Republican,No,$1600,Contran Corp,Chemicals,Oppose
John Cornyn,Republican,No,$1400,Contran Corp,Chemicals,Oppose
John Cornyn,Republican,No,$2300,Contran Corp,Chemicals,Oppose
John Cornyn,Republican,No,$2300,Contran Corp,Chemicals,Oppose
John Cornyn,Republican,No,$2300,Contran Corp,Chemicals,Oppose
John Cornyn,Republican,No,$1400,Contran Corp,Chemicals,Oppose
John Cornyn,Republican,No,-$2300,Contran Corp,Chemicals,Oppose
John Cornyn,Republican,No,$4600,Contran Corp,Chemicals,Oppose
John Cornyn,Republican,No,$2300,Contran Corp,Chemicals,Oppose
John Cornyn,Republican,No,$4600,Contran Corp,Chemicals,Oppose
John Cornyn,Republican,No,$2300,Contran Corp,Chemicals,Oppose
John Cornyn,Republican,No,$2300,Contran Corp,Chemicals,Oppose
John Cornyn,Republican,No,$2300,Contran Corp,Chemicals,Oppose
John Cornyn,Republican,No,$2300,Contran Corp,Chemicals,Oppose
John Cornyn,Republican,No,-$1400,Contran Corp,Chemicals,Oppose
John Cornyn,Republican,No,-$1400,Contran Corp,Chemicals,Oppose
John Cornyn,Republican,No,$1600,Contran Corp,Chemicals,Oppose
John Cornyn,Republican,No,-$2300,Contran Corp,Chemicals,Oppose
John Cornyn,Republican,No,$2300,Contran Corp,Chemicals,Oppose
John Cornyn,Republican,No,-$5000,,Chemicals,Oppose
John Cornyn,Republican,No,$1900,Rohm & Haas,Chemicals,Oppose
John Cornyn,Republican,No,$2300,Rohm & Haas,Chemicals,Oppose
John Cornyn,Republican,No,$2000,,Chemicals,Oppose
John Cornyn,Republican,No,$1000,,Chemicals,Oppose
John Cornyn,Republican,No,$2500,,Chemicals,Oppose
John Cornyn,Republican,No,$2500,,Chemicals,Oppose
John Cornyn,Republican,No,$500,,Chemicals,Oppose
John Cornyn,Republican,No,$2500,,Chemicals,Oppose
John Cornyn,Republican,No,$1500,,Chemicals,Oppose
John Cornyn,Republican,No,$1000,,Chemicals,Oppose
John Cornyn,Republican,No,$2000,,Chemicals,Oppose
John Cornyn,Republican,No,$2500,,Chemicals,Oppose
John Cornyn,Republican,No,$2500,,Chemicals,Oppose
John Cornyn,Republican,No,$250,Chemical Data Lp,Chemicals,Oppose
John Cornyn,Republican,No,$500,Magnablend Inc,Chemicals,Oppose
John Cornyn,Republican,No,$1000,,Chemicals,Oppose
John Cornyn,Republican,No,$2500,,Chemicals,Oppose
John Cornyn,Republican,No,$1000,,Chemicals,Oppose
John Cornyn,Republican,No,$1000,Total Petrochemical & Refining,Chemicals,Oppose
John Cornyn,Republican,No,$250,Chemical Data Lp,Chemicals,Oppose
John Cornyn,Republican,No,$500,,Chemicals,Oppose
John Cornyn,Republican,No,$1000,,Chemicals,Oppose
John Cornyn,Republican,No,$4000,,Chemicals,Oppose
John Cornyn,Republican,No,$2500,,Chemicals,Oppose
John Cornyn,Republican,No,$500,Celanese Corp,Chemicals,Oppose
John Cornyn,Republican,No,$1000,Exxon Mobil Chemical,Chemicals,Oppose
Larry Craig,Republican,Yes,-$1000,,Chemicals,Oppose
Larry Craig,Republican,Yes,$1000,,Chemicals,Oppose
Larry Craig,Republican,Yes,$1000,,Chemicals,Oppose
Larry Craig,Republican,Yes,$1000,,Chemicals,Oppose
Larry Craig,Republican,Yes,$2500,,Chemicals,Oppose
Larry Craig,Republican,Yes,$2000,,Chemicals,Oppose
Mike Crapo,Republican,Yes,$2000,,Chemicals,Oppose
Mike Crapo,Republican,Yes,$1000,,Chemicals,Oppose
Mike Crapo,Republican,Yes,$1000,,Chemicals,Oppose
Mike Crapo,Republican,Yes,$2000,,Chemicals,Oppose
Mike Crapo,Republican,Yes,$2000,,Chemicals,Oppose
Mike Crapo,Republican,Yes,$500,,Chemicals,Oppose
Mike Crapo,Republican,Yes,$1000,,Chemicals,Oppose
Mike Crapo,Republican,Yes,$1000,,Chemicals,Oppose
Mike Crapo,Republican,Yes,$2000,,Chemicals,Oppose
Mike Crapo,Republican,Yes,$1000,,Chemicals,Oppose
Mike Crapo,Republican,Yes,$1000,,Chemicals,Oppose
Mike Crapo,Republican,Yes,$2500,,Chemicals,Oppose
Mike Crapo,Republican,Yes,$1500,,Chemicals,Oppose
Mike Crapo,Republican,Yes,$2000,,Chemicals,Oppose
Mike Crapo,Republican,Yes,$2000,,Chemicals,Oppose
Chris Dodd,Democrat,Yes,$1000,,Chemicals,Oppose
Chris Dodd,Democrat,Yes,$1000,Dow Chemical,Chemicals,Oppose
Chris Dodd,Democrat,Yes,$1000,Dow Chemical,Chemicals,Oppose
Chris Dodd,Democrat,Yes,$1000,Dow Chemical,Chemicals,Oppose
Chris Dodd,Democrat,Yes,$1000,Dow Chemical,Chemicals,Oppose
Chris Dodd,Democrat,Yes,$1000,Dow Chemical,Chemicals,Oppose
Chris Dodd,Democrat,Yes,$1000,Dow Chemical,Chemicals,Oppose
Chris Dodd,Democrat,Yes,$1000,Dow Chemical,Chemicals,Oppose
Chris Dodd,Democrat,Yes,$1000,Dow Chemical,Chemicals,Oppose
Chris Dodd,Democrat,Yes,$1000,Dow Chemical,Chemicals,Oppose
Chris Dodd,Democrat,Yes,$1000,Dow Chemical,Chemicals,Oppose
Chris Dodd,Democrat,Yes,$1000,Dow Chemical,Chemicals,Oppose
Chris Dodd,Democrat,Yes,$1000,Dow Chemical,Chemicals,Oppose
Chris Dodd,Democrat,Yes,$1000,,Chemicals,Oppose
Chris Dodd,Democrat,Yes,$500,DuPont Co,Chemicals,Oppose
Chris Dodd,Democrat,Yes,$2100,International Specialty Products,Chemicals,Oppose
Chris Dodd,Democrat,Yes,$2100,International Specialty Products,Chemicals,Oppose
Chris Dodd,Democrat,Yes,$2100,International Specialty Products,Chemicals,Oppose
Chris Dodd,Democrat,Yes,$2100,International Specialty Products,Chemicals,Oppose
Chris Dodd,Democrat,Yes,$2100,International Specialty Products,Chemicals,Oppose
Chris Dodd,Democrat,Yes,$2300,International Specialty Products,Chemicals,Oppose
Chris Dodd,Democrat,Yes,$2500,,Chemicals,Oppose
Mary Elizabeth Dole,Republican,No,$1000,Industrial Ag Chemical Inc,Chemicals,Oppose
Mary Elizabeth Dole,Republican,No,$360,HK Research,Chemicals,Oppose
Mary Elizabeth Dole,Republican,No,$5000,,Chemicals,Oppose
Mary Elizabeth Dole,Republican,No,$500,HK Research,Chemicals,Oppose
Mary Elizabeth Dole,Republican,No,$2000,Contran Corp,Chemicals,Oppose
Mary Elizabeth Dole,Republican,No,$2000,Contran Corp,Chemicals,Oppose
Mary Elizabeth Dole,Republican,No,$2000,Contran Corp,Chemicals,Oppose
Mary Elizabeth Dole,Republican,No,$2000,Contran Corp,Chemicals,Oppose
Mary Elizabeth Dole,Republican,No,$2000,Contran Corp,Chemicals,Oppose
Mary Elizabeth Dole,Republican,No,$2000,Contran Corp,Chemicals,Oppose
Mary Elizabeth Dole,Republican,No,$2000,Contran Corp,Chemicals,Oppose
Mary Elizabeth Dole,Republican,No,$2000,Contran Corp,Chemicals,Oppose
Mary Elizabeth Dole,Republican,No,$250,Biddle Sawyer Corp,Chemicals,Oppose
Mary Elizabeth Dole,Republican,No,$500,United Marketing Services,Chemicals,Oppose
Mary Elizabeth Dole,Republican,No,$250,United Marketing Services,Chemicals,Oppose
Mary Elizabeth Dole,Republican,No,$501,HK Research,Chemicals,Oppose
Mary Elizabeth Dole,Republican,No,$1000,,Chemicals,Oppose
Mary Elizabeth Dole,Republican,No,$2000,,Chemicals,Oppose
Mary Elizabeth Dole,Republican,No,$200,BASF Corp,Chemicals,Oppose
Mary Elizabeth Dole,Republican,No,$1000,,Chemicals,Oppose
Mary Elizabeth Dole,Republican,No,$200,Dow Chemical,Chemicals,Oppose
Mary Elizabeth Dole,Republican,No,$500,HK Research,Chemicals,Oppose
Mary Elizabeth Dole,Republican,No,$2300,Huntsman Corp,Chemicals,Oppose
Mary Elizabeth Dole,Republican,No,$2300,Huntsman Corp,Chemicals,Oppose
Mary Elizabeth Dole,Republican,No,$200,Chemical Abstracts Service,Chemicals,Oppose
Mary Elizabeth Dole,Republican,No,$500,HK Research,Chemicals,Oppose
Mary Elizabeth Dole,Republican,No,$200,HK Research,Chemicals,Oppose
Mary Elizabeth Dole,Republican,No,$2000,,Chemicals,Oppose
Mary Elizabeth Dole,Republican,No,$500,HK Research,Chemicals,Oppose
Mary Elizabeth Dole,Republican,No,$200,Chemical Abstracts Service,Chemicals,Oppose
Mary Elizabeth Dole,Republican,No,$505,HK Research,Chemicals,Oppose
Mary Elizabeth Dole,Republican,No,$200,Air Products & Chemicals Inc,Chemicals,Oppose
Pete Domenici,Republican,Yes,$2000,,Chemicals,Oppose
Pete Domenici,Republican,Yes,$2000,,Chemicals,Oppose
Pete Domenici,Republican,Yes,$2000,,Chemicals,Oppose
Pete Domenici,Republican,Yes,$2000,,Chemicals,Oppose
Pete Domenici,Republican,Yes,$1000,,Chemicals,Oppose
Pete Domenici,Republican,Yes,$1000,,Chemicals,Oppose
Pete Domenici,Republican,Yes,$1000,,Chemicals,Oppose
Pete Domenici,Republican,Yes,$1000,,Chemicals,Oppose
Pete Domenici,Republican,Yes,$1000,,Chemicals,Oppose
Pete Domenici,Republican,Yes,$1000,,Chemicals,Oppose
Pete Domenici,Republican,Yes,$1000,,Chemicals,Oppose
Pete Domenici,Republican,Yes,$1000,,Chemicals,Oppose
Pete Domenici,Republican,Yes,$2300,Contran Corp,Chemicals,Oppose
Pete Domenici,Republican,Yes,$2300,Contran Corp,Chemicals,Oppose
Pete Domenici,Republican,Yes,$1000,,Chemicals,Oppose
Pete Domenici,Republican,Yes,$4000,,Chemicals,Oppose
Pete Domenici,Republican,Yes,$2000,,Chemicals,Oppose
Pete Domenici,Republican,Yes,$2300,Contran Corp,Chemicals,Oppose
Pete Domenici,Republican,Yes,$2300,Contran Corp,Chemicals,Oppose
Pete Domenici,Republican,Yes,$250,Dow Chemical,Chemicals,Oppose
Pete Domenici,Republican,Yes,-$2300,Contran Corp,Chemicals,Oppose
Pete Domenici,Republican,Yes,-$2300,Contran Corp,Chemicals,Oppose
Pete Domenici,Republican,Yes,$1000,,Chemicals,Oppose
Pete Domenici,Republican,Yes,$1000,,Chemicals,Oppose
Byron Dorgan,Democrat,Yes,$1000,Philipp Brothers Chemicals,Chemicals,Oppose
Byron Dorgan,Democrat,Yes,$1000,,Chemicals,Oppose
Byron Dorgan,Democrat,Yes,$2000,,Chemicals,Oppose
Byron Dorgan,Democrat,Yes,$500,,Chemicals,Oppose
Byron Dorgan,Democrat,Yes,$1000,,Chemicals,Oppose
Byron Dorgan,Democrat,Yes,$500,,Chemicals,Oppose
Byron Dorgan,Democrat,Yes,$1000,,Chemicals,Oppose
Byron Dorgan,Democrat,Yes,$1000,,Chemicals,Oppose
Byron Dorgan,Democrat,Yes,$250,Lubrizol Corp,Chemicals,Oppose
